"","average","sd","ratio","ava","avb","cumsum","p","comparison"
"35f2f16241413259e916d3ad617b8418",1.96296296296296e-05,7.36111111111111e-05,0.266666666666667,3.53333333333333,0,0.999221942353726,0.01,"G1_G0"
"56608e86a31ec3abf3104bac70d18145",1.92592592592593e-05,7.22222222222222e-05,0.266666666666667,3.46666666666667,0,0.99924350898358,0.87,"G1_G0"
"e014f641a0b6637a8f4d8d284864cf41",1.88888888888889e-05,7.08333333333333e-05,0.266666666666667,3.4,0,0.999264660870552,0.01,"G1_G0"
"61cafc87e9a8ec02baa9509c03357719",1.88888888888889e-05,7.08333333333333e-05,0.266666666666667,3.4,0,0.999285812757524,0.57,"G1_G0"
"a0481ee991e274f24b9a0cfb805bdbbe",1.85185185185185e-05,6.94444444444444e-05,0.266666666666667,3.33333333333333,0,0.999306549901615,0.01,"G1_G0"
"5031d3b48403eb538f2d9db5530d6b66",1.85185185185185e-05,6.94444444444444e-05,0.266666666666667,3.33333333333333,0,0.999327287045705,0.01,"G1_G0"
"db6059a25d4ae6b88b9cdaaee1755364",1.77777777777778e-05,6.66666666666667e-05,0.266666666666667,0,3.2,0.999347194704032,0.01,"G1_G0"
"5ac7ed6d0ed5ddd5769ba5ec553468bb",1.77777777777778e-05,4.70351101550915e-05,0.377968239452573,3.2,0,0.999367102362359,0.01,"G1_G0"
"8078b05f1696ab50d1a08b8ff5d026d1",1.74074074074074e-05,6.52777777777778e-05,0.266666666666667,3.13333333333333,0,0.999386595277804,0.01,"G1_G0"
"73a9c88945a6856ecee1788f675c8c9f",1.7037037037037e-05,6.38888888888889e-05,0.266666666666667,3.06666666666667,0,0.999405673450367,0.01,"G1_G0"
"8e9d54743a37f15f6bb1e791952e3987",1.66666666666667e-05,6.25e-05,0.266666666666667,3,0,0.999424336880049,0.01,"G1_G0"
"07504cf84550d0b2f34a55b8f680cf7e",1.62962962962963e-05,6.11111111111111e-05,0.266666666666667,2.93333333333333,0,0.999442585566848,0.01,"G1_G0"
"89ab06a3f840f6f974b9fa289af4974a",1.59259259259259e-05,4.27858938909705e-05,0.372223751279085,2.86666666666667,0,0.999460419510766,0.01,"G1_G0"
"8ddf8ae3826f084467066355b1b1c18a",1.59259259259259e-05,5.97222222222222e-05,0.266666666666667,2.86666666666667,0,0.999478253454684,0.54,"G1_G0"
"40d5327bed1fddfb379c33d12322d361",1.59259259259259e-05,5.97222222222222e-05,0.266666666666667,2.86666666666667,0,0.999496087398602,0.54,"G1_G0"
"e3e3014e2d09d44133f5a2cb53364b07",1.59259259259259e-05,4.5953426119649e-05,0.346566671317598,2.86666666666667,0,0.999513921342519,0.74,"G1_G0"
"027bf31d5dffac4119349d436f1cab76",1.55555555555556e-05,5.83333333333333e-05,0.266666666666667,2.8,0,0.999531340543555,0.01,"G1_G0"
